time_s,north_vel_fps,east_vel_fps,down_vel_fps,height_ft,total_pres_psi,static_pres_psi,total_temp_K,aoa_rad,aos_rad,roll_angle_rad,pitch_angle_rad,true_heading_rad
0.55,29.905070552,-1086.89297184,2.207688132,21461.9422572178,13.3377629787842,6.66409625519938,317.408058800971,-0.220318868471546,-0.0166097859123429,0.00814927284292185,0.00584830168727333,-1.58824534018639
0.6,30.009474988,-1085.986521344,2.332217139,21461.9422572178,13.3377629787842,6.66409625519938,317.36691189066,-0.220318868471546,-0.0166217971921314,0.0083410204392259,0.00623179687988142,-1.58805359259009
0.65,30.009474988,-1085.986521344,2.332217139,21461.9422572178,13.3011748608063,6.66409625519938,317.332095274243,-0.220289718356326,-0.0166458197517084,0.0083410204392259,0.00671116587064153,-1.58805359259009
0.7,30.009474988,-1085.986521344,2.332217139,21461.9422572178,13.3011748608063,6.66409625519938,317.290948363933,-0.220231418125886,-0.0166578310314969,0.00843689423737792,0.00690291346694557,-1.58795771879194
0.75,30.009474988,-1085.986521344,2.332217139,21461.6141732283,13.3011748608063,6.66409625519938,317.252966600569,-0.219910766858466,-0.0166698423112855,0.00872451563183398,0.00719053486140163,-1.58795771879194
0.8,30.180016091,-1084.562221184,2.118512998,21461.6141732283,13.3011748608063,6.66409625519938,317.211819690259,-0.220114817665006,-0.0166578310314969,0.00872451563183398,0.00719053486140163,-1.58795771879194
0.85,30.180016091,-1084.562221184,2.118512998,21461.6141732283,13.3011748608063,6.66409625519938,317.170672779948,-0.220143967780226,-0.0165977746325544,0.00872451563183398,0.00728640865955366,-1.58795771879194
0.9,30.180016091,-1084.562221184,2.118512998,21461.6141732283,13.3011748608063,6.66409625519938,317.129525869638,-0.220202268010666,-0.0165617407931888,0.00853276803552994,0.00709466106324961,-1.58805359259009
0.95,30.180016091,-1084.562221184,2.118512998,21461.6141732283,13.2776946122145,6.66433607899604,317.094709253221,-0.220173117895446,-0.0165497295134002,0.00814927284292185,0.00690291346694557,-1.58805359259009
1,30.215011448,-1083.676030656,1.775821284,21461.6141732283,13.2776946122145,6.66433607899604,317.059892636804,-0.220318868471546,-0.0165617407931888,0.00766990385216174,0.00671116587064153,-1.58795771879194
1.05,30.215011448,-1083.676030656,1.775821284,21461.2860892388,13.2776946122145,6.66433607899604,317.021910873441,-0.220318868471546,-0.0165617407931888,0.00671116587064153,0.0066152920724895,-1.58795771879194
1.1,30.215011448,-1083.676030656,1.775821284,21461.2860892388,13.2776946122145,6.66433607899604,316.987094257024,-0.220464619047646,-0.0166217971921314,0.00604004928357737,0.00642354447618546,-1.58776597119563
1.15,30.215011448,-1083.676030656,1.775821284,21461.2860892388,13.2776946122145,6.66433607899604,316.952277640608,-0.220377168701986,-0.01663380847192,0.00498543750390513,0.00651941827433748,-1.58747834980118
1.2,30.302849775,-1082.32715616,1.407991496,21461.2860892388,13.2776946122145,6.66433607899604,316.920626171138,-0.220406318817206,-0.0165977746325544,0.00450606851314502,0.00651941827433748,-1.58738247600302
1.25,30.302849775,-1082.32715616,1.407991496,21460.6299212598,13.2459704206126,6.66477825412113,316.888974701668,-0.220260568241106,-0.0165857633527658,0.00383495192608087,0.00680703966879355,-1.58719072840672
1.3,30.302849775,-1082.32715616,1.407991496,21460.6299212598,13.2459704206126,6.66477825412113,316.854158085252,-0.220348018586766,-0.0166217971921314,0.00354733053162481,0.00680703966879355,-1.58699898081042
1.35,30.302849775,-1082.32715616,1.407991496,21460.6299212598,13.2459704206126,6.66477825412113,316.819341468835,-0.220173117895446,-0.0166698423112855,0.00297208774271268,0.0074781562558577,-1.58680723321411
